	я_PRON	я_PRON	я_PRON	я_PRON	я_PRON	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	они_PRON	они_PRON	они_PRON	они_PRON	они_PRON	он_PRON	он_PRON	он_PRON	он_PRON	он_PRON	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	время_NOUN	время_NOUN	время_NOUN	время_NOUN	время_NOUN	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	думать_VERB	думать_VERB	думать_VERB	думать_VERB	думать_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мой_DET	мой_DET	мой_DET	мой_DET	мой_DET	мы_PRON	мы_PRON	мы_PRON	мы_PRON	мы_PRON	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	еще_ADV	еще_ADV	еще_ADV	еще_ADV	еще_ADV	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON
	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni
0	97	-0.33623874267525583	0.009863268192838653	58.0	0.5720695551846419	27	-0.35108684193902956	0.03311991284995294	37.0	1.225436775448259	196	-0.5547384827649718	0.002186524347783438	28.0	0.06122268173793626	137	-0.9489994788856355	0.0010975398374524514	7.0	0.00768277886216716	49	-0.9874608028189443	0.0016823637879780124	5.0	0.008411818939890061	295	-0.756220393462328	0.011374446265036836	10.0	0.11374446265036836	232	-0.7290630190270316	0.007140454936340434	12.0	0.08568545923608521	192	-0.965993871433919	0.0017149625412300187	6.0	0.010289775247380112	247	-0.9449080779666187	0.004469074516286457	6	0.02681444709771874	232	-0.7462094079902172	0.013185872818546026	10.0	0.13185872818546027	138	-0.6125805786414539	0.015192626909469143	15.0	0.22788940364203714	112	-0.9993870231736939	0.0006129768263061219	4.0	0.0024519073052244877	76	-0.6439196274104709	0.009581258512663317	15.0	0.14371887768994976	58	-0.5655513140566308	0.035047164020570884	14.0	0.49066029628799235	234	-0.6097872173470631	0.00044510713049281353	29.0	0.012908106784291593	4	0.5524837364914311	0.03269930044365157	15.0	0.49048950665477353	213	0.9280090862467218	0.00030705324050459394	9.0	0.0027634791645413455	256	0.9555904168700707	0.044409583129929264	4.0	0.17763833251971706	211	-0.540423586939543	0.030677214294147437	16.0	0.490835428706359	7	-0.7048495030977928	0.022827058514990457	10.0	0.22827058514990456	224	0.9870274714194738	0.0017702064570103192	5.0	0.008851032285051595
1	121	0.3121266668618292	0.01706678867022582	58.0	0.9898737428730975						58	-0.5261038923946431	0.004032314063688598	28.0	0.11290479378328075	191	0.9092399780345266	0.0045367068133579805	7.0	0.031756947693505864	247	-0.9825228735197677	0.002766286045091233	5.0	0.013831430225456165	68	0.7194844360435636	0.018993994614570388	10.0	0.18993994614570386	133	-0.6407996402800132	0.024754061918568302	12.0	0.29704874302281964	187	0.9600299166355389	0.002364483092481327	6.0	0.014186898554887962	189	0.9430698073405435	0.004769313543961444	6	0.028615881263768666	234	-0.7143667111865973	0.020279281896599173	10.0	0.20279281896599172	34	0.5764174327024931	0.024499367340790952	15.0	0.3674905101118643	145	-0.9951847928945596	0.004815207105440367	4.0	0.019260828421761467	186	-0.6180506755723133	0.014065178288731009	15.0	0.21097767433096515						71	0.4358850611260382	0.018096223072012765	29.0	0.5247904690883702	92	0.5416936300374591	0.03700549839032601	15.0	0.5550824758548902	240	-0.8913338487851551	0.0012504595801895286	9.0	0.011254136221705758						120	0.5166089412478277	0.04047236730426047	16.0	0.6475578768681676	13	0.699779683698908	0.024270331839811414	10.0	0.24270331839811415	215	-0.9285191147105892	0.0226937656849427	5.0	0.11346882842471351
2	30	-0.2935025474811608	0.025345981066369563	58.0	1.4700669018494346						274	0.47031708858052684	0.011549217506424703	28.0	0.32337809017989166	196	0.9021031272707611	0.005460226982000488	7.0	0.03822158887400342	64	-0.9645905319342087	0.007955962187798066	5.0	0.03977981093899033	270	0.6672759022364384	0.03503718875958138	10.0	0.35037188759581384	70	-0.5913652518641326	0.04284471579443632	12.0	0.5141365895332358	280	0.9550348802572952	0.0029873363568937382	6.0	0.01792401814136243	231	0.9358589540147477	0.006039170172365883	6	0.0362350210341953	76	0.6612228575403543	0.037347353713469755	10.0	0.37347353713469755	236	-0.5696929589392827	0.026624608868565356	15.0	0.3993691330284803	152	-0.9948501124538925	0.005149887546107457	4.0	0.020599550184429827	278	0.5993928848398735	0.018197722591946314	15.0	0.27296583887919473						204	0.4301056702589043	0.01986819242519396	29.0	0.5761775803306248						250	0.8304077477853864	0.005579455543509766	9.0	0.0502150998915879						289	-0.5117852178806112	0.04271372278456793	16.0	0.6834195645530868	127	-0.6987715611534574	0.024564610916657716	10.0	0.24564610916657714	45	0.9162914535773073	0.028705092200489026	5.0	0.14352546100244512
3	48	-0.2689962105396772	0.04116928645610404	58.0	2.3878186144540345						7	0.44381192648989115	0.017993241267512367	28.0	0.5038107554903463	244	0.8896354853506441	0.007317368294925909	7.0	0.05122157806448136	133	0.9584730396575949	0.010094973801691123	5.0	0.05047486900845562	132	-0.6603820973025137	0.03767615422088101	10.0	0.3767615422088101						150	-0.9520354045506373	0.0033957298928300123	6.0	0.020374379356980075	130	0.934235085137731	0.006345318621810983	6	0.038071911730865896	56	-0.6576639667229047	0.03875250466628467	10.0	0.3875250466628467	273	-0.5372403051496125	0.03890106419472221	15.0	0.5835159629208332	267	-0.9939279759117645	0.006072024088235484	4.0	0.024288096352941935	229	-0.5881148653114433	0.021112538306104246	15.0	0.3166880745915637						30	0.421319479564253	0.022833657271193006	29.0	0.6621760608645971						45	-0.8260758981945495	0.006067108824386728	9.0	0.05460397941948055											92	0.6482943932450075	0.04262124352516156	10.0	0.4262124352516156	281	0.9124394976052626	0.030690813587503557	5.0	0.15345406793751779
4											70	0.43706174987308805	0.02003870808657033	28.0	0.5610838264239693	186	0.8837146935063181	0.008311139085971366	7.0	0.05817797360179956	116	0.9520361683069913	0.012518583755505156	5.0	0.06259291877752578	136	-0.6544293925802611	0.04006013638628156	10.0	0.4006013638628156						62	-0.9410376040430467	0.0051123529298695	6.0	0.030674117579216998	111	0.9250660799224231	0.00821225812554118	6	0.049273548753247076						128	-0.536329848856071	0.039297345913047475	15.0	0.5894601886957122	271	0.9935360727152567	0.0064639272847433205	4.0	0.025855709138973282	140	-0.5820921288749028	0.02280839091393615	15.0	0.34212586370904224						80	0.39173072040199614	0.03559167896041708	29.0	1.0321586898520954						38	-0.8059154074912763	0.008721322310584194	9.0	0.07849190079525775																151	-0.900677892896391	0.037010453007562734	5.0	0.18505226503781366
5											257	0.4228706264011427	0.02496378572891191	28.0	0.6989860004095334	266	0.862483622997813	0.01249026956975244	7.0	0.08743188698826708	1	0.9475351034456528	0.014311642616096404	5.0	0.07155821308048202	175	0.6537245739034515	0.04034895899582649	10.0	0.4034895899582649						121	0.923310167693018	0.00859647644864533	6.0	0.05157885869187198	285	0.9158543264995564	0.010322845069573667	6	0.061937070417442											26	0.9931266467966717	0.00687335320332827	4.0	0.02749341281331308	290	0.5789184291207377	0.02374275949267538	15.0	0.35614139239013065						280	-0.38393024785773394	0.039769247359831124	29.0	1.1533081734351025						230	-0.8057550964081189	0.008745097005663454	9.0	0.07870587305097108																99	0.8887241077365288	0.04380769961944454	5.0	0.2190384980972227
6											145	0.4188694217177215	0.026517742556964617	28.0	0.7424967915950093	175	-0.8534173658933225	0.01457724786219034	7.0	0.10204073503533238	187	0.9369492043844024	0.018824313233476424	5.0	0.09412156616738213	156	-0.6528299132858189	0.04071758908867281	10.0	0.4071758908867281						145	0.8946849182846471	0.016052860839512666	6.0	0.09631716503707599	73	-0.9158382432736425	0.01032673461077185	6	0.0619604076646311											158	0.9881368039784593	0.011863196021540734	4.0	0.047452784086162936	130	-0.5705565993108304	0.02634411526888482	15.0	0.3951617290332723						45	-0.3816898842604723	0.041038929623011686	29.0	1.190128959067339						199	0.7743122941163095	0.014304457278915387	9.0	0.12874011551023848																30	0.8878087442440373	0.04434303610867156	5.0	0.22171518054335781
7											191	0.41002667722773134	0.030231505428906975	28.0	0.8464821520093953	106	0.8427687975603102	0.017266468420531794	7.0	0.12086527894372255	165	-0.9348690660834909	0.019757219033318785	5.0	0.09878609516659392	83	-0.649539493844933	0.0420928238095892	10.0	0.420928238095892						74	0.8725104236325311	0.02334430633902039	6.0	0.14006583803412234	2	-0.9112568661990117	0.011463574351085176	6	0.06878144610651105											138	0.9851112483915493	0.014888751608450712	4.0	0.05955500643380285	84	0.5673889929877288	0.02738396262478593	15.0	0.41075943937178894						201	-0.3814499741250375	0.041176791340522836	29.0	1.1941269488751622						10	0.7705508392512336	0.015096230129506612	9.0	0.13586607116555952																2	-0.8858149984978302	0.04551615777330041	5.0	0.22758078886650207
8											186	-0.4049226248696965	0.03255950569794461	28.0	0.911666159542449	297	-0.8079540606368195	0.027909869796405345	7.0	0.19536908857483742	36	-0.9248788540059312	0.024435542529637623	5.0	0.12217771264818811	242	-0.6491464197652576	0.042259166274825136	10.0	0.42259166274825133						34	-0.8722973097302569	0.023420679378795235	6.0	0.14052407627277141	94	-0.9092578532426632	0.011977614154168701	6	0.0718656849250122											129	0.9842542197302385	0.015745780269761478	4.0	0.06298312107904591	9	-0.565947232076871	0.0278674113511406	15.0	0.418011170267109						256	-0.37975617558467	0.042160669416686704	29.0	1.2226594130839143						216	-0.7648756172632197	0.016345416229046342	9.0	0.14710874606141708																232	-0.8799924405421402	0.048997100869954985	5.0	0.24498550434977492
9											214	0.4032549926278844	0.03335067663353764	28.0	0.933818945739054	243	-0.8074311239812476	0.028091831027151307	7.0	0.19664281719005916	148	-0.9185483812654203	0.02756163382425711	5.0	0.13780816912128555	81	-0.6487200204891101	0.04244010977855725	10.0	0.4244010977855725						165	-0.863565130011279	0.02665187897034314	6.0	0.15991127382205883	190	-0.8999656347840862	0.014509795680822028	6	0.08705877408493216											29	0.983895328190353	0.01610467180964703	4.0	0.06441868723858812	134	0.5608154058647722	0.02964071975273575	15.0	0.4446107962910363						236	-0.37645118193722804	0.04413439648887327	29.0	1.2798974981773248						59	-0.7453784027299486	0.021157849004317823	9.0	0.19042064103886042																258	-0.8785193161525047	0.04989056008583286	5.0	0.24945280042916432
10											128	-0.40177420039885375	0.03406610467145031	28.0	0.9538509308006087	32	0.8024440570861092	0.02986051782042551	7.0	0.20902362474297856	125	-0.9124718536098738	0.030673956804602786	5.0	0.15336978402301393	197	-0.6469499028755741	0.04319682269907614	10.0	0.43196822699076143						69	-0.8553077323808491	0.029889150490610042	6.0	0.17933490294366025	181	-0.8972132999748554	0.015304682377822836	6	0.09182809426693701											126	-0.9838042075533668	0.01619579244663316	4.0	0.06478316978653265	113	0.5591058053251724	0.030249967488975772	15.0	0.45374951233463656						283	0.373727049341971	0.045815917633436565	29.0	1.3286616113696603						92	-0.7436156034108392	0.021634170590438068	9.0	0.1947075353139426																				
11											126	0.39593596207561566	0.03700789824008109	28.0	1.0362211507222705	167	-0.8019932303389263	0.030023390333668194	7.0	0.21016373233567737	292	-0.9097292287270672	0.032113295963399936	5.0	0.16056647981699967	255	-0.6464080043076301	0.04343027679395497	10.0	0.4343027679395497						231	0.8464984550591776	0.03353562915735655	6.0	0.20121377494413928	89	-0.8944750540424715	0.016115734060906425	6	0.09669440436543855											293	0.9833622804431602	0.016637719556839792	4.0	0.06655087822735917	36	-0.5493040705293202	0.03392696227821347	15.0	0.5089044341732021						48	-0.3675133372864343	0.04984198257216662	29.0	1.445417494592832						209	0.7260840407341155	0.026761458109567912	9.0	0.24085312298611122																				
12											223	-0.3927986137614171	0.03867080601304483	28.0	1.0827825683652552	110	0.7890258961588517	0.03492127594763338	7.0	0.24444893163343367	235	-0.9094938622199781	0.03223780008929767	5.0	0.16118900044648835	278	0.6415472244429669	0.045562249647106486	10.0	0.45562249647106484						8	0.8429898794230192	0.03504294622812223	6.0	0.21025767736873335	163	0.8898120683449297	0.017543153633254788	6	0.10525892179952873											114	0.9833009607647348	0.016699039235265167	4.0	0.06679615694106067	299	-0.5478833294419618	0.034486543026735844	15.0	0.5172981454010377																82	0.7239024907580529	0.027450307390033065	9.0	0.2470527665102976																				
13											40	-0.3924437960553438	0.038862570810473646	28.0	1.0881519826932622	300	-0.7861583732655965	0.03606025316772469	7.0	0.2524217721740728	162	0.9076709514310093	0.03320729137177852	5.0	0.1660364568588926	267	0.6389448384560469	0.0467319261272814	10.0	0.467319261272814											155	0.8888561901546461	0.01784294293383456	6	0.10705765760300735											175	-0.9810291396975654	0.018970860302434556	4.0	0.07588344120973822	19	-0.5470248869031232	0.03482798912564465	15.0	0.5224198368846698																30	0.7163274040625573	0.02993220984792092	9.0	0.26938988863128827																				
14											103	0.3920907086877938	0.039054153908493754	28.0	1.093516309437825	181	-0.7837989512535205	0.03701266951570523	7.0	0.25908868660993656	266	-0.9076024451302742	0.03324390461423636	5.0	0.16621952307118182	237	0.6366279266018896	0.047790022861360214	10.0	0.47790022861360215											220	-0.8886076778039599	0.017921282306349567	6	0.1075276938380974											130	-0.9791332017353782	0.02086679826462179	4.0	0.08346719305848715	155	-0.5321316816056442	0.04116363427028506	15.0	0.617454514054276																41	0.7035234207957243	0.03445236741421394	9.0	0.31007130672792543																				
15											3	0.39002296831988476	0.040191294007866606	28.0	1.125356232220265	19	0.7758810068517966	0.040309868985362055	7.0	0.2821690828975344	15	-0.9060216174921542	0.034092356210192305	5.0	0.17046178105096152	100	-0.6363086739991494	0.047937061743604466	10.0	0.47937061743604464											295	0.8880047126051274	0.018112041266637253	6	0.10867224759982352											78	0.9774774122288935	0.022522587771106495	4.0	0.09009035108442598	29	0.5310588214794487	0.04165096205023741	15.0	0.6247644307535611																16	-0.6952356904813725	0.03760200614172265	9.0	0.33841805527550384																				
16											187	0.38989560814122526	0.04026218912562881	28.0	1.1273412955176068	88	0.7689664538988858	0.04331703802221236	7.0	0.3032192661554865	33	0.9038219007113449	0.03528429336434728	5.0	0.17642146682173643	121	0.636172243639353	0.047999989703691154	10.0	0.47999989703691154											153	-0.8785011394179959	0.02124617822691126	6	0.12747706936146758											123	0.9763041137486639	0.023695886251336118	4.0	0.09478354500534447	107	-0.5307147018429004	0.04180817626051051	15.0	0.6271226439076577																202	-0.6932179825056415	0.038395999726034954	9.0	0.3455639975343146																				
17											5	0.38766009702357485	0.04152290877121907	28.0	1.162641445594134	290	0.7625888727325358	0.04619677997299887	7.0	0.3233774598109921	16	-0.9005480013883225	0.03708233210532613	5.0	0.18541166052663066	246	-0.6348503852160691	0.04861254649904492	10.0	0.48612546499044923											66	-0.878215623610584	0.021344033008262774	6	0.12806419804957664											84	0.9758126560835088	0.024187343916491244	4.0	0.09674937566596498	4	0.527693283227951	0.043207523134832455	15.0	0.6481128470224868																190	0.6873454327489469	0.04076836735772349	9.0	0.3669153062195114																				
18											120	-0.38469056017058584	0.043245981017744996	28.0	1.2108874684968598	16	-0.7617919898720512	0.046563780441767774	7.0	0.3259464630923744	4	-0.8857591063255558	0.045549184467188204	5.0	0.22774592233594101																69	-0.875456813981754	0.02230061277340913	6	0.13380367664045478											16	-0.9718111695028405	0.02818883049715948	4.0	0.11275532198863791	116	-0.5213784633619625	0.046243931939042984	15.0	0.6936589790856448																29	0.68628107031542	0.04120820857056665	9.0	0.3708738771350999																				
19											285	-0.3829884882007485	0.044258932660584505	28.0	1.2392501144963661						94	-0.8785005739842805	0.049901960143906195	5.0	0.24950980071953097																133	0.8731141332160396	0.02312860208545356	6	0.13877161251272135											37	-0.9695869279323532	0.030413072067646763	4.0	0.12165228827058705	63	-0.5212416610903985	0.0463114092272033	15.0	0.6946711384080495																198	0.6778002625044393	0.04482236610071712	9.0	0.40340129490645404																				
20											77	-0.380888154602265	0.04553476041297662	28.0	1.2749732915633454																										262	-0.8726326138622461	0.023300570983752895	6	0.13980342590251738											241	-0.9674870350951238	0.03251296490487621	4.0	0.13005185961950483	167	0.5198706043945565	0.046991702152771486	15.0	0.7048755322915723																132	0.671900032138386	0.04745297684783895	9.0	0.42707679163055057																				
21											167	-0.3805060884823565	0.045769944969969674	28.0	1.281558459159151																										294	0.872497777166886	0.02334883510023639	6	0.14009301060141835											77	-0.9671019120882839	0.03289808791171611	4.0	0.13159235164686445																					207	0.6716074475697671	0.04758593401836268	9.0	0.42827340616526416																				
22											133	0.38035083404725484	0.04586578794236107	28.0	1.28424206238611																										4	-0.8697565839507373	0.024340338978194095	6	0.14604203386916456											40	0.9665962832390197	0.033403716760980307	4.0	0.13361486704392123																					146	0.6684647177843109	0.04902911317716119	9.0	0.4412620185944507																				
23											230	-0.379014202297058	0.046697521579612655	28.0	1.3075306042291543																										279	0.8695184299374167	0.024427407109671975	6	0.14656444265803184											273	-0.9662589544867022	0.03374104551329782	4.0	0.13496418205319127																																													
24											287	-0.37788338330805904	0.04741046867363167	28.0	1.3274931228616866																										297	-0.8686086195874675	0.02476139192160122	6	0.14856835152960732											76	-0.9658028546744977	0.03419714532550233	4.0	0.13678858130200933																																													
25											273	0.3776196844367155	0.04757795411984536	28.0	1.3321827153556702																										173	0.8665293323659643	0.025532777471371778	6	0.15319666482823066											41	0.9655905617937551	0.03440943820624487	4.0	0.13763775282497948																																													
26											9	-0.3763113528308261	0.048415857138228345	28.0	1.3556439998703937																										206	0.8588972910975422	0.02846028602420263	6	0.1707617161452158											258	0.9636386087041018	0.036361391295898216	4.0	0.14544556518359286																																													
27											243	-0.37521206470926177	0.049128855385586125	28.0	1.3756079507964114																										102	0.8576102685549727	0.028968789231898294	6	0.17381273539138975											283	-0.963629258454071	0.03637074154592901	4.0	0.14548296618371603																																													
28											18	0.37433108465278264	0.04970621985003629	28.0	1.391774155801016																										251	-0.8525568399108159	0.031006558968374447	6	0.18603935381024667											225	-0.9623353048629715	0.037664695137028525	4.0	0.1506587805481141																																													
29																																									169	0.84958220269324	0.03223663064957628	6	0.19341978389745768											195	-0.9561714962463147	0.0438285037536853	4.0	0.1753140150147412																																													
30																																									108	-0.8495255259675003	0.032260286797769454	6	0.1935617207866167											166	-0.9544427902438315	0.045557209756168504	4.0	0.18222883902467402																																													
31																																									11	0.8493966700883504	0.03231410007481842	6	0.19388460044891054											275	-0.9541042083268563	0.04589579167314373	4.0	0.1835831666925749																																													
32																																									50	-0.8463119613535038	0.03361496308198623	6	0.20168977849191738											67	-0.9535278636271315	0.04647213637286851	4.0	0.18588854549147404																																													
33																																									100	-0.8453962645219114	0.03400577894104306	6	0.20403467364625838											143	-0.9532536493753386	0.04674635062466137	4.0	0.18698540249864548																																													
34																																									110	0.8440430834757222	0.03458720400253108	6	0.2075232240151865											230	-0.951569501307144	0.04843049869285598	4.0	0.19372199477142393																																													
35																																									291	0.8346088892885957	0.038769256880459235	6	0.2326155412827554											191	-0.9511279137418336	0.048872086258166414	4.0	0.19548834503266566																																													
36																																									140	-0.8343114142388008	0.03890476104083805	6	0.2334285662450283											180	-0.95046807218122	0.04953192781878002	4.0	0.19812771127512008																																													
37																																									250	-0.8320769300922748	0.03992967553207009	6	0.23957805319242054											247	0.9503185996798243	0.04968140032017565	4.0	0.1987256012807026																																													
38																																									55	0.8316700153028657	0.04011766193184745	6	0.2407059715910847																																																												
39																																									8	0.8295134015259432	0.04112086590901399	6	0.24672519545408395																																																												
40																																									113	-0.8289799847654565	0.04137078491526491	6	0.24822470949158948																																																												
41																																									125	-0.8279490925678965	0.04185578838541819	6	0.2511347303125091																																																												
42																																									25	-0.8260244005711278	0.04276835976710132	6	0.25661015860260794																																																												
43																																									258	-0.8255766965836131	0.042981950455261486	6	0.2578917027315689																																																												
44																																									154	0.8237196549279995	0.043873205374966424	6	0.26323923224979856																																																												
45																																									232	-0.8179465955389023	0.04669822488107785	6	0.2801893492864671																																																												
46																																									269	-0.8163023505023078	0.04751781699742642	6	0.2851069019845585																																																												
47																																									263	0.814726871614077	0.04830934321290572	6	0.2898560592774343																																																												
48																																									165	-0.8123126795181562	0.0495340088663895	6	0.297204053198337																																																												
