	я_PRON	я_PRON	я_PRON	я_PRON	я_PRON	он_PRON	он_PRON	он_PRON	он_PRON	он_PRON	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	думать_VERB	думать_VERB	думать_VERB	думать_VERB	думать_VERB	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	год_NOUN	год_NOUN	год_NOUN	год_NOUN	год_NOUN	еще_ADV	еще_ADV	еще_ADV	еще_ADV	еще_ADV	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON
	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni
0	5	0.14164328227299686	0.046533082807518826	198.0	9.213550395888728	197	0.31902573028425785	0.012974289124802668	60.0	0.7784573474881601	214	0.219111692290722	0.03586251239609593	92.0	3.299351140440826	232	-0.34646576786182	0.009563016460247613	55.0	0.5259659053136188	81	0.29295974249944434	0.041068309965502814	49.0	2.0123471883096378	162	0.3589152103318543	0.0030822220571471467	66.0	0.20342665577171168	36	0.5732948673375857	1.4148879340172218e-07	72	1.0187193124923997e-05	296	0.38689342587393893	0.019751436713915112	36.0	0.711051721700944	132	-0.4717509505096433	0.004853386888532926	34.0	0.1650151542101195	156	-0.271839355620665	0.03727313506586827	59.0	2.199114968886228	39	0.22848705018030316	0.03895403637088384	82.0	3.194230982412475	204	-0.27883749645832484	0.004748283956085736	101.0	0.47957667956465927	107	0.3050638921078768	0.04405242282644907	44.0	1.9383066043637591	261	0.5659646015765495	0.0002613349744859888	37.0	0.009669394055981585
1						201	-0.25734567543467873	0.04714119603093032	60.0	2.828471761855819						68	-0.30450720778128354	0.023797052334325993	55.0	1.3088378783879295	61	0.29268074477388534	0.041270290329721994	49.0	2.0222442261563778	194	0.33763214486469056	0.0055636736872482365	66.0	0.36720246335838364	75	0.5316661280746627	1.5424553868346754e-06	72	0.00011105678785209663						35	-0.4686414120532842	0.005181649216369739	34.0	0.17617607335657112						246	0.22459644045945146	0.04250106709651726	82.0	3.4850875019144154	223	0.24725204660370076	0.012675617309444867	101.0	1.2802373482539315						55	0.48004845348258646	0.002640056188169997	37.0	0.09768207896228989
2																135	-0.28326501589002157	0.03611493698897083	55.0	1.9863215343933955	171	0.28500317249850937	0.047155824308596626	49.0	2.3106353911212345	215	-0.3126139543018283	0.010601635100907753	66.0	0.6997079166599116	201	-0.52600841890498	2.083232638483249e-06	72	0.00014999274997079393						57	-0.45329695626175426	0.0070957142479456965	34.0	0.24125428443015368											13	0.22818564162264213	0.02172968434425182	101.0	2.194698118769434						102	0.45310250871332264	0.004859796705744586	37.0	0.17981247811254966
3																132	-0.27662883650172604	0.040904294835706255	55.0	2.249736215963844	52	-0.28359642816150754	0.04830488797025638	49.0	2.366939510542563	175	-0.30414780204259273	0.013034553625643184	66.0	0.8602805392924502	60	0.5149923498252944	3.683199427675856e-06	72	0.00026519035879266165						274	0.45158686314238866	0.007342368954116307	34.0	0.24964054443995443											299	-0.22367845566678754	0.024542406969427832	101.0	2.4787831039122112						201	0.45029860010121664	0.005164195018919933	37.0	0.19107521570003752
4																30	0.26763845325917357	0.04821475332735233	55.0	2.651811433004378						55	0.287094874473771	0.019426580655003096	66.0	1.2821543232302044	124	-0.4986717570733419	8.267403691106092e-06	72	0.0005952530657596386						39	0.43942687756063514	0.009316584281900197	34.0	0.3167638655846067											240	0.22010187696135272	0.02699014751981333	101.0	2.7260048995011466						14	-0.4374814323459515	0.006774600690546919	37.0	0.250660225550236
5																										216	-0.2862711798935512	0.01979342473888247	66.0	1.306366032766243	77	0.4985107320645948	8.331907571095446e-06	72	0.0005998973451188721						204	-0.43461504745487667	0.010213703231392956	34.0	0.3472659098673605											187	-0.21073493382923722	0.03440314503699173	101.0	3.474717648736165						60	0.4003290700782663	0.014081373678987437	37.0	0.5210108261225351
6																										46	0.2829528375167968	0.02133170269075925	66.0	1.4078923775901104	57	-0.4855577286804932	1.5372494691526608e-05	72	0.0011068196177899158						278	-0.4217659843026128	0.01297514824247928	34.0	0.4411550402442955											126	-0.21050239904416987	0.03460704579277346	101.0	3.4953116250701197						284	0.3964337470783496	0.015135983405293884	37.0	0.5600313859958737
7																										204	-0.2793302050146991	0.023125940313534682	66.0	1.526312060693289	32	0.47257465984695385	2.7717927375922636e-05	72	0.00199569077106643						45	-0.4173614414445077	0.014055907241225997	34.0	0.4779008462016839											107	0.20324834830883753	0.04149740745253653	101.0	4.191238152706189						210	-0.384023694665484	0.018949446083628134	37.0	0.701129505094241
8																										199	0.2676256755265498	0.029821299227127257	66.0	1.968205748990399	263	0.4682584261365448	3.3543094934740455e-05	72	0.0024151028353013126						3	-0.38692395162857585	0.023783597787098622	34.0	0.8086423247613531											9	-0.20166808101891712	0.043141182342426775	101.0	4.357259416585104						220	-0.3740596736400809	0.02256483618923184	37.0	0.8348989390015781
9																										229	0.2664986637572625	0.03054420981758554	66.0	2.0159178479606457	110	0.4550130286410887	5.9290910581514857e-05	72	0.00426894556186907						219	-0.3787185058265936	0.02719586611734675	34.0	0.9246594479897895											93	-0.1984385374767312	0.04666931938522006	101.0	4.713601257907226						256	-0.37215764829742404	0.02331628981106101	37.0	0.8627027230092574
10																										116	-0.2655272590923392	0.03117904462818332	66.0	2.057816945460099	47	0.4538412844031128	6.228542091718766e-05	72	0.004484550306037512						14	0.37241306833734256	0.03008288173682749	34.0	1.0228179790521346											22	0.19743966814908256	0.04780777476171462	101.0	4.828585250933177						193	-0.3462493458214579	0.03579118457941023	37.0	1.3242738294381786
11																										23	0.26346209943417087	0.03256545863999398	66.0	2.1493202702396026	249	-0.4536302176510016	6.283948436667936e-05	72	0.004524442874400914						294	0.3532183466450692	0.040448228447779074	34.0	1.3752397672244885											184	-0.19600956172746814	0.04947765759952169	101.0	4.997243417551691						45	-0.33526082786202555	0.04251475618652151	37.0	1.5730459789012958
12																										54	0.26232946084652603	0.03334748077737105	66.0	2.200933731306489	251	-0.45159669982395845	6.841635477048864e-05	72	0.004925977543475182						4	-0.3506539179840446	0.04202851232024878	34.0	1.4289694188884585																					255	-0.3328351622407213	0.044128565195453544	37.0	1.632756912231781
13																										145	-0.26161440789442425	0.03384921503872931	66.0	2.2340481925561346	54	-0.4455041614295691	8.798539235443873e-05	72	0.006334948249519588						20	-0.34531864871286433	0.045475679446367184	34.0	1.5461731011764843																					40	0.3308583025661592	0.045480035147854876	37.0	1.6827613004706303
14																										287	0.2609932036310545	0.03429019845640947	66.0	2.263153098123025	188	-0.4394008384340164	0.00011266839168472509	72	0.008112124201300206						145	0.33979957560250124	0.049276625697153034	34.0	1.6754052737032032																					91	0.32467335281910303	0.04992504438283963	37.0	1.8472266421650663
15																										24	-0.2597284880790799	0.03520282200683706	66.0	2.323386252451246	133	-0.43458871225173573	0.00013647443601054647	72	0.009826159392759345																																			
16																										272	0.25829484191307844	0.03626173116347966	66.0	2.3932742567896574	128	0.4290490658163787	0.0001695739378844248	72	0.012209323527678586																																			
17																										6	0.2580485282045111	0.036446302894851026	66.0	2.4054559910601676	101	0.4277035115992321	0.0001786578834586038	72	0.012863367609019474																																			
18																										64	0.2580100748817435	0.03647518776269248	66.0	2.4073623923377037	1	-0.42221834624576027	0.00022051314968708362	72	0.015876946777470022																																			
19																										105	-0.2492005266187054	0.043613380060496545	66.0	2.878483083992772	120	0.4218225768646157	0.00022385668498862271	72	0.016117681319180836																																			
20																										214	0.24600975966744712	0.04646752791430304	66.0	3.0668568423440004	259	-0.41967551543363735	0.00024282086011201835	72	0.01748310192806532																																			
21																										255	0.2426334955562449	0.04965295146668878	66.0	3.2770947968014594	144	-0.41909523728600995	0.0002481934409275664	72	0.01786992774678478																																			
22																										68	-0.24256398787774516	0.04972036255514926	66.0	3.281543928639851	73	0.4145852666508035	0.0002938169107294745	72	0.021154817572522164																																			
23																															52	0.4098729642202465	0.0003495910398715724	72	0.025170554870753214																																			
24																															16	-0.4031630524378184	0.0004458080512400342	72	0.03209817968928246																																			
25																															25	-0.3987437657890251	0.0005217863458757815	72	0.03756861690305627																																			
26																															158	-0.3977498549016348	0.000540423438337517	72	0.03891048756030123																																			
27																															236	-0.3957069089352813	0.000580649634763379	72	0.04180677370296329																																			
28																															189	0.39459305606092654	0.0006037127752674487	72	0.043467319819256306																																			
29																															300	-0.3911402710973459	0.0006806049980376201	72	0.04900355985870865																																			
30																															231	0.3898259920301271	0.0007121406908503884	72	0.05127412974122796																																			
31																															49	-0.38014672438632346	0.000988469560459891	72	0.07116980835311215																																			
32																															199	0.3780514970598952	0.0010597937180446921	72	0.07630514769921784																																			
33																															204	0.3671927681837556	0.0015096417315385924	72	0.10869420467077866																																			
34																															268	0.3643362418302483	0.0016535809999641475	72	0.11905783199741862																																			
35																															192	-0.3578821234384576	0.0020252582125010205	72	0.14581859130007346																																			
36																															3	0.3534364867446879	0.002323218475185958	72	0.16727173021338898																																			
37																															159	0.3527649179357945	0.0023714915647207874	72	0.1707473926598967																																			
38																															2	-0.3450218873861939	0.002996583240129318	72	0.21575399328931089																																			
39																															146	-0.34165760051258603	0.003311255751622207	72	0.23841041411679892																																			
40																															66	-0.33424977164633357	0.004109990532624961	72	0.29591931834899715																																			
41																															157	0.33126509620286543	0.0044773652933849835	72	0.3223703011237188																																			
42																															190	-0.3280872650986216	0.004900233990915333	72	0.35281684734590396																																			
43																															285	0.32121039392646095	0.0059382491788500975	72	0.427553940877207																																			
44																															296	0.3196242970665457	0.006203532289168723	72	0.44665432482014805																																			
45																															277	-0.31922093588955974	0.006272639359732289	72	0.4516300339007248																																			
46																															254	-0.3011355744859806	0.010156185445655786	72	0.7312453520872166																																			
47																															125	-0.3000062900638346	0.01045651184036319	72	0.7528688525061498																																			
48																															51	0.29879743472144515	0.01078653698763732	72	0.776630663109887																																			
49																															295	0.2914568907529624	0.012991692639659911	72	0.9354018700555136																																			
50																															142	0.28978877614267357	0.013544006173153782	72	0.9751684444670723																																			
51																															140	-0.2879480617633544	0.01417691027550678	72	1.0207375398364882																																			
52																															276	-0.2835393871783309	0.015797455441040026	72	1.1374167917548819																																			
53																															163	0.27997346760037345	0.017222458930014724	72	1.2400170429610602																																			
54																															224	0.27915788992360796	0.017563451337763845	72	1.264568496318997																																			
55																															10	0.27847776544704705	0.017852222548543926	72	1.2853600234951628																																			
56																															187	0.27756365238871544	0.01824674572675248	72	1.3137656923261785																																			
57																															82	0.27502977513127785	0.019379606170708344	72	1.3953316442910007																																			
58																															129	0.2742114095922883	0.019758099757551478	72	1.4225831825437063																																			
59																															72	-0.27305945284355543	0.020301568498713098	72	1.461712931907343																																			
60																															83	-0.2707984094017514	0.021405446474652343	72	1.5411921461749687																																			
61																															100	-0.26820667317836394	0.022733280197411655	72	1.6367961742136392																																			
62																															19	0.26599548217532715	0.023920886203789498	72	1.7223038066728438																																			
63																															177	0.2638699403599651	0.025111703769396598	72	1.808042671396555																																			
64																															185	0.2624924647792843	0.025909933213984056	72	1.865515191406852																																			
65																															219	0.26238454034336234	0.0259733706861355	72	1.8700826894017561																																			
66																															197	-0.25377193106206297	0.03147727989087981	72	2.266364152143346																																			
67																															234	0.2526547480057346	0.03225819039733589	72	2.3225897086081844																																			
68																															287	0.25228463832861897	0.03252045168578347	72	2.34147252137641																																			
69																															136	-0.24620508309910072	0.037090633276451145	72	2.6705255959044822																																			
70																															180	-0.2450005938218298	0.03805680596393546	72	2.740090029403353																																			
71																															38	0.24324500206644514	0.039502469700483094	72	2.844177818434783																																			
72																															28	-0.24217325698282385	0.04040722144350853	72	2.909319943932614																																			
73																															282	-0.23662694249597158	0.04536821207612778	72	3.2665112694812004																																			
74																															213	-0.23467029407283163	0.04723398464800406	72	3.400846894656292																																			
75																															264	-0.23449125050436176	0.04740782025160362	72	3.413363058115461																																			
