	я_PRON	я_PRON	я_PRON	я_PRON	я_PRON	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	они_PRON	они_PRON	они_PRON	они_PRON	они_PRON	он_PRON	он_PRON	он_PRON	он_PRON	он_PRON	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	думать_VERB	думать_VERB	думать_VERB	думать_VERB	думать_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мы_PRON	мы_PRON	мы_PRON	мы_PRON	мы_PRON	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	знать_VERB	знать_VERB	знать_VERB	знать_VERB	знать_VERB	год_NOUN	год_NOUN	год_NOUN	год_NOUN	год_NOUN	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON
	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni
0	желание_NOUN	-0.13727875716103644	0.012966088540837188	6.0	64.72671399585924	рассказать_VERB	-0.16000146628209772	0.003720197635718741	10.0	7.336229737637357	по_ADP	-0.14004877045767644	0.011234124914800553	11.0	16.547865999501216	от_ADP	-0.14497635802824888	0.008652853833516234	13.0	19.745812448084045	меняться_VERB	-0.1703247273117043	0.0019960007912169938	6.0	2.894201147264641	интересный_ADJ	-0.14345591146528727	0.009386443517312796	6.0	19.23282276697392	решить_VERB	0.1747633497803945	0.0015107069603673708	11	3.4927544923693614	его_DET	-0.12782406298062224	0.02077209923373823	7.0	22.7662207601771	лицо_NOUN	-0.14557538748244297	0.00837813738803421	9.0	11.067519489593192	в_ADP	0.12959588683170473	0.019056622129113746	15.0	44.268533205931234	что_PRON	-0.15417659052751562	0.00520531383429142	12.0	6.407741330012739	в_ADP	0.16402030160767506	0.0029316390447322116	6.0	2.3101315672489826	но_CCONJ	0.14925144601310678	0.006855980879351142	12.0	6.574885663297745	30_NUM	0.15334136166033155	0.005457233501093156	5.0	6.090272587219962	как_SCONJ	0.14271509744424682	0.009763488329843351	7.0	12.204360412304188	это_PRON	0.1281538395574517	0.020443017426106446	7.0	8.565624301538602	кто_PRON	-0.1088887703415002	0.049141234686471594	7.0	37.8878919432696	каждый_DET	0.10879504118701844	0.04933782447888642	9.0	47.66033844660428	а_CCONJ	0.12692943266077042	0.021688092295934304	6.0	15.87568356062391	и_CCONJ	0.13707802351079382	0.013100282018227943	29.0	9.87761264174387	и_CCONJ	0.15994559794560104	0.003732398570813091	11.0	1.9184528653979287
1	за_ADP	-0.12635654807396496	0.022292863266384758	10.0	111.2859734257927	к_ADP	-0.1549786201030187	0.004973301992447561	19.0	9.80735152910659						всего_PRON	-0.14059420729820116	0.01091827002793989	5.0	24.91549220375883	весь_DET	0.1213266864174147	0.028258715411823912	8.0	40.975137347144674	на_ADP	-0.1284398823325572	0.020161252371056832	16.0	41.310406108295446	ситуация_NOUN	-0.1400288177262153	0.011245830852124286	6	26.00036093011135	изобразить_VERB	-0.10959381570202438	0.047683330173640175	12.0	52.26092987030963	из_ADP	-0.14504043075189685	0.008623091963809065	5.0	11.391104484191775						его_DET	0.14939073963690908	0.006803510179036068	10.0	8.3751210303934	а_CCONJ	0.14709896833222144	0.007714097614464075	13.0	6.078708920197691						в_ADP	-0.11363737608916875	0.040003899341983055	20.0	44.64435166565309	она_PRON	0.11985952231686083	0.03023833057202297	15.0	37.797913215028714	в_ADP	0.11941349050981101	0.03086318454182008	7.0	12.931674323022614											на_ADP	0.12487788962022232	0.023921708439673745	59.0	17.51069057784118						что_SCONJ	0.15591657512988386	0.004713807302174621	8.0	2.422896953317755
2	видеть_VERB	0.11387329370556779	0.03959011577403878	58.0	197.6338579440016	его_DET	-0.14518175243471668	0.008557769624890577	6.0	16.875921700284216						у_ADP	0.1290838580857987	0.019539224862398532	15.0	44.58851113599345	если_SCONJ	0.1194412342512838	0.0308239985264825	7.0	44.69479786339963	её_DET	-0.12358884270156059	0.025424511011418776	8.0	52.09482306239707	умереть_VERB	0.13531275919072855	0.014334013560960942	7	33.1402393529417	мать_NOUN	-0.10905313528519991	0.04879807153843865	11.0	53.482686406128764	такой_DET	-0.13738738280809237	0.01289397656974713	12.0	17.032943048635957						показать_VERB	-0.13721402670648772	0.013009229001576141	6.0	16.01436090094023											на_ADP	0.1092466548577007	0.04839660810993664	20.0	54.010614650689284	не_PART	0.1188131353821943	0.03172162894122728	20.0	39.6520361765341																														
3	дочь_NOUN	-0.11382076046791302	0.03968194122693636	7.0	198.0922506048663	-_PRON	-0.14139286148080749	0.010469952820939184	7.0	20.64674696289207						смотреть_VERB	0.1279113314785984	0.020684570405372336	18.0	47.20218966505967											интересный_ADJ	-0.1347798187823105	0.01472600328298507	8	34.04651959026148						с_ADP	-0.13324869227546732	0.01590497040114976	14.0	21.010465899918835						бабушка_NOUN	0.11694875060218184	0.034518555623953395	7.0	42.49234197308663																это_PRON	0.111440533090295	0.044035305932802964	5.0	55.044132416003706																														
4	два_NUM	0.1128364443993199	0.04143602401312229	14.0	206.84863187350646	всегда_ADV	0.1316118833387021	0.017255898280560202	5.0	34.02863140926472						вернуться_VERB	-0.1230677757102339	0.02605467411236447	8.0	59.45676632441572											а_CCONJ	0.12624787958077283	0.022409212506977007	59	51.81009931613084						взгляд_NOUN	0.11731709834895719	0.033949916971294784	6.0	44.84784031908041						взгляд_NOUN	-0.11451450320497097	0.038483707029565474	8.0	47.373443353395096																																																		
5						то_PRON	-0.11588450356320162	0.036207194060142237	10.0	71.40058668660049						о_ADP	-0.12043055295332904	0.029454183033409576	27.0	67.21444568224065											сын_NOUN	-0.12347323646830216	0.02556317706165295	30	59.102065366541616																но_CCONJ	0.10889898617863879	0.04911984734259504	24.0	60.46653207873449																																																		
6																скорее_ADV	-0.11943966566275512	0.03082621290904651	5.0	70.34541785844414											все_ADV	0.12335098908059222	0.025710516919864684	5	59.44271511872715																																																																						
7																которая_PRON	0.11266967124630951	0.04173960076576822	9.0	95.24976894748308											равный_ADJ	0.12335098908059222	0.025710516919864684	5	59.44271511872715																																																																						
8																															помочь_VERB	0.11976300370926975	0.030372620054805198	11	70.22149756670962																																																																						
9																															это_PRON	0.11803522872291851	0.032864196943740556	53	75.98202333392817																																																																						
10																															говорить_VERB	0.11774024176027932	0.03330654455355685	13	77.00473100782342																																																																						
11																															спина_NOUN	0.1106235566385182	0.0456191730340399	7	105.47152805470026																																																																						
12																															знать_VERB	0.11048100952685712	0.04590036637629398	25	106.12164706199168																																																																						
