	Unnamed: 0	свой_DET	свой_DET.1	свой_DET.2	свой_DET.3	свой_DET.4	свой_DET.5	свой_DET.6	они_PRON	они_PRON.1	они_PRON.2	они_PRON.3	они_PRON.4	они_PRON.5	они_PRON.6	он_PRON	он_PRON.1	он_PRON.2	он_PRON.3	он_PRON.4	он_PRON.5	он_PRON.6	хотеть_VERB	хотеть_VERB.1	хотеть_VERB.2	хотеть_VERB.3	хотеть_VERB.4	хотеть_VERB.5	хотеть_VERB.6	время_NOUN	время_NOUN.1	время_NOUN.2	время_NOUN.3	время_NOUN.4	время_NOUN.5	время_NOUN.6	человек_NOUN	человек_NOUN.1	человек_NOUN.2	человек_NOUN.3	человек_NOUN.4	человек_NOUN.5	человек_NOUN.6	очень_ADV	очень_ADV.1	очень_ADV.2	очень_ADV.3	очень_ADV.4	очень_ADV.5	очень_ADV.6	она_PRON	она_PRON.1	она_PRON.2	она_PRON.3	она_PRON.4	она_PRON.5	она_PRON.6	думать_VERB	думать_VERB.1	думать_VERB.2	думать_VERB.3	думать_VERB.4	думать_VERB.5	думать_VERB.6	мочь_VERB	мочь_VERB.1	мочь_VERB.2	мочь_VERB.3	мочь_VERB.4	мочь_VERB.5	мочь_VERB.6	мой_DET	мой_DET.1	мой_DET.2	мой_DET.3	мой_DET.4	мой_DET.5	мой_DET.6	жизнь_NOUN	жизнь_NOUN.1	жизнь_NOUN.2	жизнь_NOUN.3	жизнь_NOUN.4	жизнь_NOUN.5	жизнь_NOUN.6	потом_ADV	потом_ADV.1	потом_ADV.2	потом_ADV.3	потом_ADV.4	потом_ADV.5	потом_ADV.6	знать_VERB	знать_VERB.1	знать_VERB.2	знать_VERB.3	знать_VERB.4	знать_VERB.5	знать_VERB.6	первый_ADJ	первый_ADJ.1	первый_ADJ.2	первый_ADJ.3	первый_ADJ.4	первый_ADJ.5	первый_ADJ.6	хороший_ADJ	хороший_ADJ.1	хороший_ADJ.2	хороший_ADJ.3	хороший_ADJ.4	хороший_ADJ.5	хороший_ADJ.6	еще_ADV	еще_ADV.1	еще_ADV.2	еще_ADV.3	еще_ADV.4	еще_ADV.5	еще_ADV.6	произойти_VERB	произойти_VERB.1	произойти_VERB.2	произойти_VERB.3	произойти_VERB.4	произойти_VERB.5	произойти_VERB.6	ждать_VERB	ждать_VERB.1	ждать_VERB.2	ждать_VERB.3	ждать_VERB.4	ждать_VERB.5	ждать_VERB.6	день_NOUN	день_NOUN.1	день_NOUN.2	день_NOUN.3	день_NOUN.4	день_NOUN.5	день_NOUN.6	видеть_VERB	видеть_VERB.1	видеть_VERB.2	видеть_VERB.3	видеть_VERB.4	видеть_VERB.5	видеть_VERB.6	жить_VERB	жить_VERB.1	жить_VERB.2	жить_VERB.3	жить_VERB.4	жить_VERB.5	жить_VERB.6	ничто_PRON	ничто_PRON.1	ничто_PRON.2	ничто_PRON.3	ничто_PRON.4	ничто_PRON.5	ничто_PRON.6
	Unnamed: 0	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim.1	T-Stat.1	P-value.1	Occ(м).1	Occ(ж).1	Occ.1	P-Bonferroni.1	Dim.2	T-Stat.2	P-value.2	Occ(м).2	Occ(ж).2	Occ.2	P-Bonferroni.2	Dim.3	T-Stat.3	P-value.3	Occ(м).3	Occ(ж).3	Occ.3	P-Bonferroni.3	Dim.4	T-Stat.4	P-value.4	Occ(м).4	Occ(ж).4	Occ.4	P-Bonferroni.4	Dim.5	T-Stat.5	P-value.5	Occ(м).5	Occ(ж).5	Occ.5	P-Bonferroni.5	Dim.6	T-Stat.6	P-value.6	Occ(м).6	Occ(ж).6	Occ.6	P-Bonferroni.6	Dim.7	T-Stat.7	P-value.7	Occ(м).7	Occ(ж).7	Occ.7	P-Bonferroni.7	Dim.8	T-Stat.8	P-value.8	Occ(м).8	Occ(ж).8	Occ.8	P-Bonferroni.8	Dim.9	T-Stat.9	P-value.9	Occ(м).9	Occ(ж).9	Occ.9	P-Bonferroni.9	Dim.10	T-Stat.10	P-value.10	Occ(м).10	Occ(ж).10	Occ.10	P-Bonferroni.10	Dim.11	T-Stat.11	P-value.11	Occ(м).11	Occ(ж).11	Occ.11	P-Bonferroni.11	Dim.12	T-Stat.12	P-value.12	Occ(м).12	Occ(ж).12	Occ.12	P-Bonferroni.12	Dim.13	T-Stat.13	P-value.13	Occ(м).13	Occ(ж).13	Occ.13	P-Bonferroni.13	Dim.14	T-Stat.14	P-value.14	Occ(м).14	Occ(ж).14	Occ.14	P-Bonferroni.14	Dim.15	T-Stat.15	P-value.15	Occ(м).15	Occ(ж).15	Occ.15	P-Bonferroni.15	Dim.16	T-Stat.16	P-value.16	Occ(м).16	Occ(ж).16	Occ.16	P-Bonferroni.16	Dim.17	T-Stat.17	P-value.17	Occ(м).17	Occ(ж).17	Occ.17	P-Bonferroni.17	Dim.18	T-Stat.18	P-value.18	Occ(м).18	Occ(ж).18	Occ.18	P-Bonferroni.18	Dim.19	T-Stat.19	P-value.19	Occ(м).19	Occ(ж).19	Occ.19	P-Bonferroni.19	Dim.20	T-Stat.20	P-value.20	Occ(м).20	Occ(ж).20	Occ.20	P-Bonferroni.20	Dim.21	T-Stat.21	P-value.21	Occ(м).21	Occ(ж).21	Occ.21	P-Bonferroni.21	Dim.22	T-Stat.22	P-value.22	Occ(м).22	Occ(ж).22	Occ.22	P-Bonferroni.22
0	0	221_получение_денег-отсутствие_денег	-3.4233398216010227	0.0007971939025138183	54	163	218	0.17378827074801242	13_личные_отношения-иерархические_отношения	2.318110533489098	0.02212212522871721	39.0	107.0	147.0	3.25195240862143	147_рассудительность-беспокойство	2.2819842865046542	0.02467352965877989	38.0	137.0	177.0	4.367214749604041	275_жизненный_процесс-кончина	2.2981122390716293	0.023566192654223383	25.0	87.0	113.0	2.6629797699272424	230_отступление-наступление	-2.0874965803843555	0.047096503733186516	22.0	66.0	88.0	4.144492328520413	145_высказывание-умалчивание	2.762266206292177	0.00639057829150057	46.0	136.0	183.0	1.1694758273446044	237_низшие_слои-высшие_слои	-2.51139316752318	0.01338698011101922	24.0	97.0	122.0	1.6332115735443449	77_природные_процессы-военные_процессы	2.276774752820043	0.0241501059227187	61.0	208.0	270.0	6.5205285991340505	244_смерть-жизнь	-2.342799723537456	0.020667222587954844	32.0	103.0	136.0	2.8107422719618587	293_соблюдение_закона-правонарушение	2.520933111484899	0.01343412049605914	26.0	110.0	136.0	1.8270403874640433	27_труд-фортуна	2.4261455287944482	0.021627661383005013	16.0	50.0	68.0	1.470680974044341	27_труд-фортуна	-2.105278378388308	0.04196811016261237	33.0	120.0	154.0	6.463088965042305	78_популярность-безвестность	2.3108005231892323	0.024745706869169527	19.0	38.0	57.0	1.410505291542663	232_проблема-решение_проблем	2.435507597000726	0.01751541597427887	14.0	57.0	71.0	1.2435945341737995	87_народ-власть	-2.4619175140436456	0.026903533356725524	11.0	32.0	43.0	1.1568519343391976	283_героизм-малодушие	2.480835315344725	0.017107219057956636	14.0	61.0	75.0	1.2830414293467476	135_запрет-толчок	-3.4629943080652676	0.0033235478188473376	9.0	60.0	70.0	0.23264834731931364	156_физический_труд-умственный_труд	-3.123791099824357	0.004352910311552707	12.0	36.0	48.0	0.20893969495452994	84_последовательность-разлад	2.352744666176084	0.025593112331568624	9.0	24.0	33.0	0.8445727069417646	160_победа-поражение	2.8151312382761184	0.012076482714936118	3.0	29.0	32.0	0.3864474468779558	175_нематериальное-материальное	2.3149550619253807	0.028832681519213026	23.0	81.0	105.0	3.0274315595173675	51_творческая_реализация - эмоциональное_переживание	-3.42202516378306	0.0012366635311111707	13.0	52.0	65.0	0.0803831295222261	107_мир-драка	3.1370913291520317	0.004281548340916025	7.0	30.0	37.0	0.15841728861389293
1	1	114_церковь-мирская_жизнь	-3.1686182765581887	0.0017660187819796714	54	163	218	0.3849920944715684	199_уют-неуют	-2.165958526314478	0.03196480658416686	39.0	107.0	147.0	4.698826567872528	252_современность-древность	2.263982702980521	0.02481726241102144	38.0	137.0	177.0	4.392655446750794	287_вода-земля	2.191129896590203	0.03537870489831792	25.0	87.0	113.0	3.997793653509925								38_личное-общее	2.429701907864076	0.017710753362994124	46.0	136.0	183.0	3.241067865427925	80_сон-бодрствование	-2.403591753562784	0.018036047259932464	24.0	97.0	122.0	2.2003977657117604	76_мир-война	2.067109878527768	0.039698350413380136	61.0	208.0	270.0	10.718554611612637	293_соблюдение_закона-правонарушение	2.044252544004699	0.04308315847860748	32.0	103.0	136.0	5.8593095530906165	87_народ-власть	-2.49507414673457	0.014403656364050966	26.0	110.0	136.0	1.9588972655109316	140_шум-тишина	2.247573308532272	0.02807052108110454	16.0	50.0	68.0	1.9087954335151087	232_проблема-решение_проблем	-2.063219777329897	0.04308845224936818	33.0	120.0	154.0	6.6356216464027	227_иерархия-равенство	-2.102212701585202	0.04015838915632357	19.0	38.0	57.0	2.289028181910443	36_спокойствие-деятельность	2.368229143095826	0.020703433011826814	14.0	57.0	71.0	1.469943743839704	188_страх-надёжность	2.223675817352836	0.03390150171249258	11.0	32.0	43.0	1.457764573637181	3_спокойствие-суматоха	-2.5778276963185083	0.017234535460062417	14.0	61.0	75.0	1.2925901595046816	88_лишение-наделение	-2.718844572239206	0.016453173574650082	9.0	60.0	70.0	1.1517221502255055	148_усталость-бодрость	2.8776640019781037	0.0070972608915785785	12.0	36.0	48.0	0.34066852279577176	80_сон-бодрствование	2.2294165798491705	0.03416211682537365	9.0	24.0	33.0	1.1273498552373304	158_конец-начало	-2.2563529065454992	0.031779347223796904	3.0	29.0	32.0	1.016939111161501	108_творчество-власть	-2.20364427197036	0.03608062060689637	23.0	81.0	105.0	3.7884651637241187	255_голод-неопределенная_тема	-3.054764361449003	0.0065849740427693145	13.0	52.0	65.0	0.4280233127800055	285_опасность-безопасность	2.3064886921938865	0.03175929165634382	7.0	30.0	37.0	1.1750937912847217
2	2	80_сон-бодрствование	2.8695428888766004	0.004668636846622885	54	163	218	1.0177628325637889	232_проблема-решение_проблем	2.1145126256019324	0.036366409240287334	39.0	107.0	147.0	5.345862158322237	21_получение_результата-разработка	2.2318461111177594	0.02697758945288786	38.0	137.0	177.0	4.775033333161152	217_завоевание-бегство	2.0816113654597355	0.04110217771820565	25.0	87.0	113.0	4.644546082157238								289_недовольство-радость	-2.3402542282167054	0.020759436729611967	46.0	136.0	183.0	3.7989769215189906	98_разрушение-поддержание	2.3443585180237405	0.020723909673323482	24.0	97.0	122.0	2.528316980145465								274_единство-разрозренность	2.030266533829852	0.04607334006655084	32.0	103.0	136.0	6.265974249050914	34_духовное_наслаждение-физическое_наслаждение	-2.471999045454372	0.015946485585073118	26.0	110.0	136.0	2.1687220395699445	35_кончина-вечное_искусство	2.2694418988230565	0.028697273795417245	16.0	50.0	68.0	1.951414618088373	239_радость-недовольство	2.048325046248879	0.043259136898063516	33.0	120.0	154.0	6.661907082301783								114_церковь-мирская_жизнь	-2.3020465755584802	0.024889540949957257	14.0	57.0	71.0	1.7671574074469651	176_животное-человек	2.299589315235117	0.03608317774094291	11.0	32.0	43.0	1.5515766428605453	142_равенство-иерархия	-2.402139416170794	0.02467333508693668	14.0	61.0	75.0	1.8505001315202512	273_жар-холод	-2.45740204376678	0.034808726114896466	9.0	60.0	70.0	2.436610828042753	51_творческая_реализация - эмоциональное_переживание	2.8984026272462327	0.011239544236039956	12.0	36.0	48.0	0.5394981233299179	221_получение_денег-отсутствие_денег	2.158288858712499	0.03915582048610505	9.0	24.0	33.0	1.2921420760414668								117_живая_природа-неживая_природа	2.110399956697905	0.044060932207627565	23.0	81.0	105.0	4.6263978818008935	210_спешка-неторопливость	-2.5218168978128577	0.014269072681636998	13.0	52.0	65.0	0.9274897243064048	251_недостаток-достоинство	-2.2217423550575317	0.03332385819848085	7.0	30.0	37.0	1.2329827533437916
3	3	203_концепция-хаотичность	2.788571298422371	0.005804510569501172	54	163	218	1.2653833041512554	68_власть-народ	-2.116812175887293	0.03643135770535441	39.0	107.0	147.0	5.3554095826870975	28_неисправность-отлаженность	2.2505762899539583	0.02711971036409734	38.0	137.0	177.0	4.8001887344452285	195_болезнь-работа	2.0766926463331243	0.04245904849481586	25.0	87.0	113.0	4.797872479914193								131_процесс-завершение	2.1703324703566294	0.03157910501538887	46.0	136.0	183.0	5.7789762178161626	35_кончина-вечное_искусство	2.310076025944564	0.022613721801251197	24.0	97.0	122.0	2.758874059752645															206_расслабление-напряжение	-2.4020479950868387	0.02150016736095927	26.0	110.0	136.0	2.9240227610904608	193_порядок-беспорядок	2.190320985569772	0.032303030856496176	16.0	50.0	68.0	2.1966060982417397															29_негативные_чувства-духовные_чувства	-2.276479297561082	0.025924156252169102	14.0	57.0	71.0	1.8406150939040065	217_завоевание-бегство	2.3063073253959	0.03720285802569381	11.0	32.0	43.0	1.599722895104834	60_восстание-смирение	-2.3346184948739834	0.028905273498946508	14.0	61.0	75.0	2.167895512420988	181_дополнение-устранение	-2.347449972086044	0.0413946010614852	9.0	60.0	70.0	2.8976220743039636	132_правонарушение-соблюдение_закона	2.768935788842189	0.012245793617079606	12.0	36.0	48.0	0.587798093619821	88_лишение-наделение	-2.100759495328371	0.04880753245439945	9.0	24.0	33.0	1.610648570995182								40_уклад_жизни-дисциплина	2.085609380023726	0.047614279096806766	23.0	81.0	105.0	4.999499305164711	223_бытовые_ситуации-глобальные_происшествия	-2.398463430169437	0.019475291769014167	13.0	52.0	65.0	1.2658939649859209	274_единство-разрозренность	-2.2129263889389588	0.033708720874989405	7.0	30.0	37.0	1.2472226723746078
4	4	8_застой-работа	2.677801764190812	0.008373495407330811	54	163	218	1.8254219987981168								38_личное-общее	2.2091389962935364	0.028480726946074376	38.0	137.0	177.0	5.041088669455164															204_столкновение-мир	2.1451098677191927	0.03569292574920642	46.0	136.0	183.0	6.5318054121047755	226_человек-транспорт	2.0344702453811365	0.04422522064418015	24.0	97.0	122.0	5.395476918589978															122_неопределенная_тема-здоровье	-2.317741276258912	0.022406323922417117	26.0	110.0	136.0	3.0472600534487286	157_отсутствие_чувств-чувства	-2.0799330865039463	0.0420686836747763	16.0	50.0	68.0	2.860670489884789															86_доказательство-совпадение	2.2504412547100965	0.027611720024688414	14.0	57.0	71.0	1.9604321217528773	300_беспокойство-спокойствие	2.2096903411450373	0.0424503525305466	11.0	32.0	43.0	1.8253651588135043	158_конец-начало	-2.23010371563236	0.03433191724986319	14.0	61.0	75.0	2.574893793739739								92_жизнь-смерть	2.8162025276304457	0.015336524980709232	12.0	36.0	48.0	0.7361531990740431	33_абстрактная_работа-конкретная_работа	2.054947050454818	0.049101247086048586	9.0	24.0	33.0	1.6203411538396035															139_свобода-неволя	-2.3376502979416194	0.02572073041253177	13.0	52.0	65.0	1.671847476814565	170_спокойствие-суматоха	2.257952125881499	0.036204568295362734	7.0	30.0	37.0	1.3395690269284208
5	5	84_последовательность-разлад	-2.5087603938715315	0.013041459779961049	54	163	218	2.843038232031508								215_творчество-власть	2.187178440971037	0.03007157598713761	38.0	137.0	177.0	5.322668949723358															185_беда-счастье	2.127749078194967	0.03679342997058487	46.0	136.0	183.0	6.73319768461703	100_труд-отдых	2.0074212520838732	0.047198052299857775	24.0	97.0	122.0	5.7581623805826485															75_действующее_лицо-зритель	-2.2422954841635345	0.02942317359078595	26.0	110.0	136.0	4.0015516083468885	274_единство-разрозренность	-2.0547987571455404	0.04919917415343896	16.0	50.0	68.0	3.345543842433849															110_негативные_эмоции-положительные_эмоции	2.2364827697037786	0.0286300882749416	14.0	57.0	71.0	2.032736267520854								112_профессиональный-любительский	-2.1250814251242227	0.0446833971485627	14.0	61.0	75.0	3.3512547861422024								147_рассудительность-беспокойство	-2.5379478015928854	0.02277739318552276	12.0	36.0	48.0	1.0933148729050923																						85_направление-дезориентация	-2.2849497560964087	0.026170783823030883	13.0	52.0	65.0	1.7011009484970072	240_осторожность-риск	2.2307429919579693	0.03873930687884794	7.0	30.0	37.0	1.4333543545173737
6	6	186_движение-неподвижность	2.4907050028179887	0.013950482824735452	54	163	218	3.0412052557923284								266_мир-война	2.149609285158641	0.032990544457615616	38.0	137.0	177.0	5.839326368997964															111_нежелание-желание	2.041657826781232	0.04317166858048166	46.0	136.0	183.0	7.900415350228144																						269_власть-беспорядок	2.1462669989125684	0.03618491812319143	26.0	110.0	136.0	4.921148864754034																						73_наука-физический_труд	-2.27263372478748	0.02932489423630948	14.0	57.0	71.0	2.0820674907779733																						77_природные_процессы-военные_процессы	-2.4135178360888587	0.02422749284144669	12.0	36.0	48.0	1.1629196563894413																						198_обучение-достижение	-2.411909436728915	0.02631271772934916	13.0	52.0	65.0	1.7103266524076952	59_увядание-расцвет	2.103669802389065	0.04333573976331605	7.0	30.0	37.0	1.603422371242694
7	7	76_мир-война	2.4086637430490248	0.017439220291398837	54	163	218	3.8017500235249466								198_обучение-достижение	-2.0124847318539505	0.04572371748842781	38.0	137.0	177.0	8.093097995451721															95_доброта-злость	2.045178281375556	0.04502278321977183	46.0	136.0	183.0	8.239169329218244																						15_древняя_работа-современная_работа	-2.179365705609704	0.036188856512809	26.0	110.0	136.0	4.921684485742023																						187_гармония-конфликт	2.2204081172782884	0.03051281430301695	14.0	57.0	71.0	2.166409815514203																						61_единство-разрозренность	-2.2913852997818163	0.03754916078054251	12.0	36.0	48.0	1.8023597174660404																						147_рассудительность-беспокойство	2.257139409361552	0.02832456118897504	13.0	52.0	65.0	1.8410964772833776							
8	8	59_увядание-расцвет	2.3657653323805725	0.0195782764032663	54	163	218	4.268064255912053								210_спешка-неторопливость	-2.012122533772553	0.045931898743338084	38.0	137.0	177.0	8.129946077570839															19_быстрое_явление-длительное_явление	2.0243640614112084	0.047204221276759016	46.0	136.0	183.0	8.638372493646902																						4_праздник-быт	2.1445782033311924	0.038942992646496435	26.0	110.0	136.0	5.296246999923516																						208_неживая_природа-живая_природа	-2.213678456903461	0.030682587949065882	14.0	57.0	71.0	2.1784637443836767																						219_соблюдение_закона-правонарушение	2.269762405930451	0.03866191459531115	12.0	36.0	48.0	1.8557719005749356																						299_веселье-грусть	2.321652859983457	0.031149183187329677	13.0	52.0	65.0	2.0246969071764287							
9	9	98_разрушение-поддержание	2.3103970735780734	0.022221798292271982	54	163	218	4.844352027715291																																																									216_старость-смерть	-2.1282963961492767	0.03950583787542642	26.0	110.0	136.0	5.372793951057992																						169_потеря-приобретение	2.187035174062976	0.0325378481236351	14.0	57.0	71.0	2.3101872167780924																						206_расслабление-напряжение	2.115520055525662	0.04167652262804557	12.0	36.0	48.0	2.0004730861461875																						181_дополнение-устранение	-2.2161891925125703	0.031353105767900215	13.0	52.0	65.0	2.037951874913514							
10	10	181_дополнение-устранение	-2.2968771431822987	0.023473652886050415	54	163	218	5.117256329158991																																																									174_праздник-быт	-2.078881664356473	0.04485766558547522	26.0	110.0	136.0	6.100642519624629																						253_соблюдение_закона-правонарушение	2.1602485661993294	0.03617986443670281	14.0	57.0	71.0	2.5687703750058994																						255_голод-неопределенная_тема	2.2163957648440733	0.04485610265061999	12.0	36.0	48.0	2.15309292722976																						250_быт-война	-2.216183607822051	0.032585236001804366	13.0	52.0	65.0	2.118040340117284							
11	11	234_холодное_отношение-тёплое_отношение	-2.2543030995354854	0.025475988833034827	54	163	218	5.5537655656015925																																																									90_отдых-напряжение	-2.0193517772663694	0.046272822925003516	26.0	110.0	136.0	6.29310391780048																						67_неизменность-изменение	2.130961669929605	0.038016777604279336	14.0	57.0	71.0	2.6991912099038333																						146_разум-чувство	-2.0695021410875265	0.04926505033751953	12.0	36.0	48.0	2.3647224162009373																						164_устранение-дополнение	2.120233947202522	0.037938315590837525	13.0	52.0	65.0	2.465990513404439							
12	12	297_юмор-суровость	-2.2146866942501404	0.028520465270223574	54	163	218	6.217461428908741																																																																																					155_поражение-победа	2.171738255232265	0.038482818421844124	14.0	57.0	71.0	2.732280107950933																																																		42_деструктивная_коммуникация-конструктивная_коммуникация	-2.116756324062803	0.03824072573322508	13.0	52.0	65.0	2.4856471726596303							
13	13	211_больница-дом	2.2025527094084314	0.028690246416482268	54	163	218	6.254473718793134																																																																																					171_работа-отдых	-2.119642605698493	0.040050647369043214	14.0	57.0	71.0	2.8435959632020675																																																		100_труд-отдых	-2.1419708110269733	0.03888963360996248	13.0	52.0	65.0	2.5278261846475614							
14	14	96_наука-быт	2.2065963456869984	0.029416797337136463	54	163	218	6.41286181949575																																																																																					213_обозрение-сокрытие	-2.097914944740239	0.04152234396307269	14.0	57.0	71.0	2.948086421378161																																																		94_проблема-решение_проблем	-2.0836337195420813	0.04133724463922875	13.0	52.0	65.0	2.6869209015498687							
15	15	184_правонарушение-соблюдение_закона	2.1913642577856627	0.0298794797146608	54	163	218	6.513726577796055																																																																																					174_праздник-быт	2.0661148496442427	0.04258141278996257	14.0	57.0	71.0	3.0232803080873416																																																		174_праздник-быт	2.0946278284304225	0.043036098105577764	13.0	52.0	65.0	2.7973463768625546							
16	16	219_соблюдение_закона-правонарушение	-2.1791726605323056	0.030467390398555512	54	163	218	6.641891106885102																																																																																					97_активность-пассивность	-2.0667785413647546	0.04260356809352071	14.0	57.0	71.0	3.02485333463997																																																															
17	17	28_неисправность-отлаженность	-2.143931710393046	0.033335722399605465	54	163	218	7.267187483113991																																																																																					64_человеческое_взаимодействие-механическое_взаимодействие	-2.0544346049946953	0.044309906720373035	14.0	57.0	71.0	3.146003377146485																																																															
18	18	208_неживая_природа-живая_природа	-2.1500874720417764	0.03398823365786953	54	163	218	7.409434937415558																																																																																																																																																										
19	19	20_покой-беспокойство	-2.1146978432576216	0.03570079188808875	54	163	218	7.782772631603347																																																																																																																																																										
20	20	233_неопределенная_тема-часть_целого	2.1282389743279007	0.035769224259862134	54	163	218	7.797690888649945																																																																																																																																																										
21	21	282_путешествие-домоседство	-2.124254362864181	0.035836369856669416	54	163	218	7.812328628753932																																																																																																																																																										
22	22	97_активность-пассивность	-2.086391323599888	0.038384093122511086	54	163	218	8.367732300707418																																																																																																																																																										
23	23	218_трусость-мужество	-2.0599407465507404	0.04259406110475256	54	163	218	9.28550532083606																																																																																																																																																										
24	24	115_наследство-собственность	2.0465156952257697	0.04284659141867959	54	163	218	9.34055692927215																																																																																																																																																										
25	25	46_идея-реализация	-2.0492272103409803	0.04318852396273518	54	163	218	9.415098223876267																																																																																																																																																										
26	26	276_начало-конец	-2.041346397852384	0.04338837544255502	54	163	218	9.458665846476997																																																																																																																																																										
27	27	44_упорядоченность-однородная_масса	2.041867248454612	0.04371372991293152	54	163	218	9.529593121019072																																																																																																																																																										
28	28	108_творчество-власть	-2.0351667685488133	0.044946586658524815	54	163	218	9.798355891558408																																																																																																																																																										
29	29	220_власть-наука	-2.019937935309103	0.045661654117028036	54	163	218	9.954240597512113																																																																																																																																																										
30	30	66_курируемый-куратор	-2.015426022775252	0.046802518885042034	54	163	218	10.202949116939164																																																																																																																																																										
31	31	239_радость-недовольство	-2.0080400401872978	0.047198441681164084	54	163	218	10.289260286493773																																																																																																																																																										
32	32	269_власть-беспорядок	-2.0098361919110577	0.047370055642686766	54	163	218	10.326672130105717																																																																																																																																																										
33	33	199_уют-неуют	-1.9872869536850049	0.048793390632491135	54	163	218	10.636959157883071																																																																																																																																																										
34	34	94_проблема-решение_проблем	-1.989272213156979	0.048921435183283526	54	163	218	10.66487286995581																																																																																																																																																										
35	35	110_негативные_эмоции-положительные_эмоции	1.9849729288307671	0.049245517581393165	54	163	218	10.735522832743712																																																																																																																																																										
36	36	162_история-одномоментное_происшествие	1.9813672712578432	0.049901690506222084	54	163	218	10.878568530356414																																																																																																																																																										
