	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	они_PRON	они_PRON	они_PRON	они_PRON	они_PRON	он_PRON	он_PRON	он_PRON	он_PRON	он_PRON	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мы_PRON	мы_PRON	мы_PRON	мы_PRON	мы_PRON	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	знать_VERB	знать_VERB	знать_VERB	знать_VERB	знать_VERB	год_NOUN	год_NOUN	год_NOUN	год_NOUN	год_NOUN	еще_ADV	еще_ADV	еще_ADV	еще_ADV	еще_ADV	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON
	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni
0	57	0.17817365247728914	0.0052506746089581	244.0	1.2811646045857765	259	-0.17816359950080177	0.01497658484574541	186.0	2.7856447813086462	202	-0.2788400505846051	2.605510347558759e-05	222	0.005784232971580445	236	-0.1573756930646614	0.009730476047646526	269.0	2.6174980568169155	115	-0.2237889508489359	0.009075610689569441	136.0	1.234283053781444	96	-0.16841727534310494	0.029581518616837044	167.0	4.940113609011786	289	0.18504710225627796	0.020741374700764495	156.0	3.235654453319261	64	-0.15438062961209398	0.0013565583920587794	428.0	0.5806069918011576	39	-0.18375840546319738	0.014923106516656723	175.0	2.6115436404149266	179	-0.20755538851784203	0.00303712709478603	202.0	0.613499673146778	266	-0.1598651414273025	0.022040446036742573	206.0	4.54033188356897	186	-0.1548164736234837	0.01407542105791433	252.0	3.547006106594411	96	0.3093118401490932	0.001187559134903848	107.0	0.12706882743471173	98	-0.16608268366401152	0.005765571921968911	276.0	1.5912978504634194	114	-0.21684183845917362	0.0023897980396972145	194.0	0.4636208197012596	223	-0.19436539620155194	0.02388902082841467	136.0	3.248906832664395	61	-0.24105618331656184	0.016235614293040244	99.0	1.6073258150109841
1	14	-0.15034530980365013	0.018784463528433097	244.0	4.583409100937676						226	0.23271707260893362	0.0004866834791321001	222	0.10804373236732623	52	0.14335265004687608	0.018654122975909036	269.0	5.017959080519531	180	0.17490890490239105	0.04245532965488031	136.0	5.773924833063722						63	-0.16898285837604654	0.03496093311610084	156.0	5.453905566111731	33	0.10321048484702552	0.032785979175044125	428.0	14.032399086918886	107	0.16133901418674673	0.03292362603033099	175.0	5.761634555307924	38	0.16336693700344646	0.02017376248614528	202.0	4.0751000222013465	55	-0.15838515942132864	0.023317013627514253	206.0	4.803304807267936	59	-0.14886355309868712	0.018283134375332945	252.0	4.607349862583902	16	0.2660146443906377	0.005615241045460568	107.0	0.6008307918642807	187	-0.16479365473593932	0.006160813176564609	276.0	1.700384436731832	260	-0.16021772152676797	0.025642129634534338	194.0	4.974573149099662	298	0.19246884311646037	0.0253227029017613	136.0	3.443887594639537	298	-0.21963104702960992	0.028940792992823233	99.0	2.8651385062895
2	235	-0.145450061521718	0.02306033341313961	244.0	5.626721352806065						104	-0.22499968428078368	0.0007538739770390648	222	0.1673600229026724	117	0.13973480992768617	0.021882173910990198	269.0	5.886304782056363	53	-0.17292970940155228	0.044886661178561146	136.0	6.104585920284316											18	-0.103058661215994	0.033044892911282576	428.0	14.143214166028942	51	-0.15954265806473186	0.03494858837036524	175.0	6.116002964813918	275	0.1619675543916557	0.021282626065990667	202.0	4.2990904653301145	35	-0.15569053108337166	0.025805316496362064	206.0	5.315895198250585	262	-0.14466261412595985	0.02187571678409336	252.0	5.512680629591527	278	-0.25690133129600784	0.00755842058340649	107.0	0.8087510024244945	218	0.16259946914010268	0.006889674273554455	276.0	1.9015500995010297	81	0.15715843895155757	0.028637926021962506	194.0	5.555757648260726	259	0.17820890515108584	0.03864665057405165	136.0	5.255944478071025	296	-0.20468609247710115	0.042122626914446945	99.0	4.170140064530248
3	132	0.14278491415482006	0.025723639093595662	244.0	6.276567938837341						272	0.22459162311334985	0.0007712104587876194	222	0.1712087218508515	214	0.1384601443042641	0.023129382077260573	269.0	6.221803778783094																					82	-0.15770852410226516	0.03712391248765182	175.0	6.496684685339068	245	-0.1615326323792934	0.021637818167038553	202.0	4.370839269741787	283	0.15097575778418865	0.03070868668742185	206.0	6.325989457608902	204	0.1427247208596761	0.023729059136200957	252.0	5.979722902322641	39	0.25435390593736584	0.008198468960786626	107.0	0.8772361788041689	147	0.16003355832374533	0.007839006599312458	276.0	2.1635658214102382	259	0.1528916963761958	0.03331206523675154	194.0	6.462540655929798	80	-0.17773591339811937	0.03917426174046707	136.0	5.327699596703522					
4	177	-0.13939336386933399	0.029491654430106966	244.0	7.195963680946099						21	-0.22160149755708147	0.0009099019813784357	222	0.20199823986601273	225	0.13708569078382124	0.024542546642703226	269.0	6.601945046887168																					160	-0.1508792122937732	0.04625432361111942	175.0	8.0945066319459	237	0.1569828521758116	0.025671111646723154	202.0	5.185564552638077	265	0.14789823077412403	0.0343206378972695	206.0	7.070051406837518	195	-0.14184529222792427	0.02461382263482943	252.0	6.202683303977016	274	-0.2478493532553642	0.010054361181196316	107.0	1.075816646388006	278	0.15361727847537066	0.010741120370216049	276.0	2.9645492221796292						30	0.17598409169990437	0.041181345493741826	136.0	5.600662987148889					
5	236	-0.13591679329434408	0.033834125556974855	244.0	8.255526635901864						259	0.20703290256163362	0.001975427849115814	222	0.43854498250371077	274	-0.1341451012242081	0.027817562276211884	269.0	7.482924252300997																					28	0.15079278439112379	0.046380919090093564	175.0	8.116660840766373	160	-0.15231348407963208	0.030465180099286927	202.0	6.15396638005596	92	0.14244837846764094	0.04160185603223949	206.0	8.569982342641335	57	0.14012862443715934	0.02642298421093898	252.0	6.658592021156624	149	0.244925887619783	0.011002237526547151	107.0	1.1772394153405452	61	-0.15204767953920836	0.011581818218864899	276.0	3.1965818284067122						204	0.175356122651478	0.04192147576012732	136.0	5.7013207033773154					
6	81	0.13205356085640926	0.03928536685826381	244.0	9.58562951341637						54	0.20432426812434284	0.0022691188218680186	222	0.5037443784547001	202	-0.13162123217408525	0.030920584874902353	269.0	8.317637331348733																										3	-0.14933162435750363	0.033910188190400196	202.0	6.84985801446084	101	0.14009961071729946	0.045118526949975465	206.0	9.294416551694946	74	-0.14002816439954371	0.026532305281501155	252.0	6.686140930938291	296	0.24337752541422727	0.011535277417636039	107.0	1.2342746836870562	205	0.15076086283964063	0.012313833811579937	276.0	3.3986181319960624															
7	141	0.1314220240891259	0.04024346366007863	244.0	9.819405133059186						165	0.20416126530095596	0.0022880000820367846	222	0.5079360182121662	3	0.1302796943329058	0.032687024318442184	269.0	8.792809541660947																										128	0.13881336884984813	0.04881383751191772	202.0	9.86039517740738	49	0.13788474070960033	0.048659335151191724	206.0	10.023823041145494	184	-0.13973003553301647	0.026859019701393386	252.0	6.768472964751133	45	-0.22736073748339775	0.018515396515376512	107.0	1.981147427145287	137	0.14733167609781636	0.01446713858938217	276.0	3.9929302506694793															
8	187	-0.13132564133310637	0.040391402817567194	244.0	9.855502287486395						150	0.20286290328419482	0.0024435737271228048	222	0.5424733674212626	136	-0.12800154662384497	0.035883615665817145	269.0	9.652692614104811																															178	0.1375661538421945	0.04918720620042033	206.0	10.132564477286587	232	-0.13784111170844715	0.02901034883062136	252.0	7.3106079053165836	145	0.226787580031065	0.018821397181541463	107.0	2.0138894984249367	69	0.14536755439244223	0.015843706567535542	276.0	4.37286301263981															
9	119	0.13096498353756336	0.04094905328638817	244.0	9.991569001878712						50	0.20225227676207033	0.00252001362411434	222	0.5594430245533835	105	0.12764671243051792	0.03640461673979914	269.0	9.792841903005968																															144	-0.13734378485096932	0.049558472013876885	206.0	10.209045234858639	78	-0.13693069437191793	0.030098829444925045	252.0	7.584905020121111	221	-0.2246697371570095	0.019990199133787193	107.0	2.1389513073152298	84	0.1437117470947217	0.017091843172092197	276.0	4.7173487154974465															
10	3	0.1260425008947645	0.049230902790639616	244.0	12.012340280916066						295	-0.20189640580626514	0.002565558115136353	222	0.5695539015602704	277	0.12363759888724224	0.04274997325466576	269.0	11.499742805505088																																				99	0.13646563171618434	0.03066818680248044	252.0	7.7283830742250705	205	0.21717401015412496	0.02464201228037767	107.0	2.6366953140004106	74	0.14265131825501412	0.01793551935601591	276.0	4.950203342260392															
11											225	-0.1991765141199011	0.0029391015148893607	222	0.6524805363054381	97	-0.12223550789438954	0.045178091460797584	269.0	12.15290660295455																																				108	0.1353109543953148	0.03212169351528614	252.0	8.094666765852107	270	-0.2151795050622347	0.026025357776248124	107.0	2.7847132820585494	99	-0.14073522538893524	0.01955223450508259	276.0	5.396416723402794															
12											122	-0.19914013259035268	0.002944416030981291	222	0.6536603588778466	128	0.12101660598693342	0.04738191786794921	269.0	12.745735906478338																																				82	-0.13490348382135495	0.0326484363461335	252.0	8.227405959225642	52	0.20799171375834918	0.03157248025585116	107.0	3.378255387376074	238	-0.13983893828335772	0.020350975570529485	276.0	5.616869257466138															
13											179	0.1962791876006961	0.003390640015853616	222	0.7527220835195028	64	0.12067994771251622	0.04800621654016036	269.0	12.913672249303136																																				45	0.13457170438877603	0.03308274629856782	252.0	8.336852067239091	120	0.20692339367208315	0.03247669535957687	107.0	3.475006403474725	232	0.13940018161297563	0.020752196838162484	276.0	5.727606327332846															
14											170	-0.19332656673577955	0.0039144510043004335	222	0.8690081229546962	124	-0.12059957687016468	0.04815626811502187	269.0	12.954036122940883																																				91	-0.13393248299412366	0.033933374713252674	252.0	8.551210427739674	250	-0.20595304273367582	0.03331684413410148	107.0	3.5649023223488583	198	0.13458875664654127	0.025621573236605286	276.0	7.071554213303059															
15											182	-0.19210144965229878	0.004152438424869409	222	0.9218413303210089																																									283	0.13155552080105146	0.03726134942821289	252.0	9.389860055909647	191	0.2014647941846149	0.03744509586736767	107.0	4.006625257808341	230	-0.13215021628920376	0.028444585394176537	276.0	7.8507055687927245															
16											189	-0.19140479880231162	0.004293509177776817	222	0.9531590374664534																																									72	-0.12963626023263033	0.040146276607668153	252.0	10.116861705132374	10	-0.20048204554921828	0.03840410399396231	107.0	4.109239127353967	81	0.12972838334880968	0.03150789267371291	276.0	8.696178377944763															
17											249	0.19085077164423792	0.004408763961188587	222	0.9787455993838662																																									275	-0.12935688641344847	0.04058152058067398	252.0	10.226543186329842	71	-0.1982688452448555	0.04063937757934589	107.0	4.34841340099001	134	0.12912678699163102	0.03231107010515435	276.0	8.9178553490226															
18											242	-0.19082947668073671	0.004413249032912899	222	0.9797412853066636																																									131	-0.12704604497011598	0.04433638269229338	252.0	11.172768438457933	137	-0.19761405434660193	0.0413211692154622	107.0	4.421365106054456	124	0.12616853190733288	0.03651897019133593	276.0	10.079235772808717															
19											91	-0.18904269070949575	0.004804528910282539	222	1.0666054180827238																																									295	0.12692382372402838	0.04454283604298807	252.0	11.224794682832993	166	0.19411700623875677	0.04512605803395582	107.0	4.828488209633273	14	0.1254326529622604	0.03763504271318499	276.0	10.387271788839058															
20											24	0.187775163923708	0.005100713399060001	222	1.1323583745913202																																									16	0.12581400787118252	0.04645466935408538	252.0	11.706576677229517	255	0.19187388345683182	0.047716612892531055	107.0	5.1056775795008225	276	0.1253103984929282	0.03782322796707215	276.0	10.439210918911915															
21											110	-0.18688151226052693	0.005319279236913021	222	1.1808799905946907																																									83	-0.1250550797393901	0.04780119061131514	252.0	12.045900034051416	175	0.1903588206145246	0.049535125875796025	107.0	5.300258468710175	136	-0.12166746167051604	0.043807136838052284	276.0	12.09076976730243															
22											9	-0.186827483128903	0.00533275885701179	222	1.1838724662566174																																									282	0.12407190276988869	0.049593918168959396	252.0	12.497667378577768						206	-0.12133819444160086	0.044385158621459385	276.0	12.25030377952279															
23											253	-0.18671897544918978	0.005359922806340211	222	1.1899028630075268																																									28	-0.12393140809323881	0.049854616352455715	252.0	12.56336332081884						54	0.12109722967457841	0.044812211611159426	276.0	12.368170404680003															
24											209	0.185445297191158	0.005688180828004241	222	1.2627761438169414																																									215	-0.12388032498745816	0.04994968750357426	252.0	12.587321250900713						91	-0.12109503331266475	0.04481611993687586	276.0	12.369249102577738															
25											251	0.18534758313415603	0.005714092785673304	222	1.2685285984194734																																																			130	-0.11831406060907075	0.049999402524887514	276.0	13.799835096868954															
26											87	-0.1842439310521265	0.006014187071695076	222	1.3351495299163068																																																																						
27											8	-0.18399648105299013	0.006083376403719951	222	1.3505095616258291																																																																						
28											157	-0.18338960724543202	0.006256087720681209	222	1.3888514739912283																																																																						
29											223	0.1831821144524295	0.0063161363792041784	222	1.4021822761833276																																																																						
30											100	0.1816739909415423	0.006768293121481045	222	1.502561072968792																																																																						
31											284	-0.18160076818850573	0.006790963987107481	222	1.507594005137861																																																																						
32											173	-0.18111298839951778	0.0069437252055610296	222	1.5415069956345486																																																																						
33											177	0.18085106169925955	0.007027013138728835	222	1.5599969167978014																																																																						
34											62	0.17985297453967897	0.007352612024189627	222	1.6322798693700973																																																																						
35											205	-0.1795707188783869	0.007447096237006699	222	1.6532553646154873																																																																						
36											83	-0.1792993609542731	0.0075389505443870615	222	1.6736470208539276																																																																						
37											125	0.17888953793998855	0.007679587924514918	222	1.7048685192423116																																																																						
38											12	-0.17888062318190348	0.007682672947553468	222	1.70555339435687																																																																						
39											97	0.17771063188586972	0.008097257262669438	222	1.7975911123126154																																																																						
40											228	-0.1773504162687249	0.008228843361779828	222	1.8268032263151217																																																																						
41											172	0.17733017509497515	0.008236293501137935	222	1.8284571572526216																																																																						
42											247	0.17730105653576786	0.008247021641079568	222	1.8308388043196642																																																																						
43											163	-0.17722067715638545	0.008276700265068233	222	1.8374274588451476																																																																						
44											73	0.17693139043369402	0.008384301086781962	222	1.8613148412655955																																																																						
45											250	0.17630534792869626	0.00862142326643658	222	1.9139559651489209																																																																						
46											89	0.1762083877590928	0.008658675872015582	222	1.9222260435874592																																																																						
47											256	0.17537195943242828	0.008986014936169774	222	1.9948953158296898																																																																						
48											17	-0.1744553616131515	0.009357289625692948	222	2.0773182969038344																																																																						
49											130	-0.17441226529863774	0.00937507588608929	222	2.0812668467118227																																																																						
50											262	0.17326840130564525	0.009858238412304147	222	2.1885289275315207																																																																						
51											181	0.1724066556440193	0.010236658102811824	222	2.272538098824225																																																																						
52											32	-0.17197778938214012	0.010429729101274357	222	2.3153998604829074																																																																						
53											85	0.17132845661952084	0.010728176955275781	222	2.3816552840712233																																																																						
54											37	0.17101457940366835	0.010875126810242752	222	2.4142781518738907																																																																						
55											1	0.17039401513625296	0.01117089787740783	222	2.479939328784538																																																																						
56											60	-0.1703328852117653	0.01120041379932528	222	2.4864918634502122																																																																						
57											280	-0.1700535961225524	0.011336142303406675	222	2.5166235913562818																																																																						
58											66	0.17003985877448372	0.011342855622057682	222	2.5181139480968056																																																																						
59											241	-0.1690458055189086	0.011838041239207316	222	2.628045155104024																																																																						
60											146	0.16871960895065125	0.012004633909643896	222	2.665028727940945																																																																						
61											121	-0.16849942627560185	0.012118247492972805	222	2.690250943439963																																																																						
62											233	-0.16808433362996608	0.012335010207627502	222	2.7383722660933056																																																																						
63											86	-0.16747519640257527	0.012659278406448812	222	2.810359806231636																																																																						
64											59	-0.1666245595593385	0.013124637861547798	222	2.9136696052636113																																																																						
65											167	0.16613638264953767	0.013398435375984254	222	2.9744526534685045																																																																						
66											67	-0.16507772100416318	0.014009474878682355	222	3.110103423067483																																																																						
67											271	0.16475528828978686	0.014200366721397998	222	3.1524814121503555																																																																						
68											283	0.1646966357762626	0.014235335078278236	222	3.1602443873777686																																																																						
69											169	-0.1640730600646729	0.01461179847388288	222	3.2438192612019994																																																																						
70											235	0.1639372567412447	0.014694931703281379	222	3.2622748381284663																																																																						
71											141	0.16376143579601235	0.014803176915068198	222	3.28630527514514																																																																						
72											291	-0.1636466316657117	0.014874232775986554	222	3.302079676269015																																																																						
73											102	-0.16352676797256727	0.014948738461772417	222	3.3186199385134767																																																																						
74											296	-0.1630375499383946	0.015256226366531192	222	3.3868822533699245																																																																						
75											191	0.1629126051130982	0.01533563896998988	222	3.4045118513377535																																																																						
76											47	-0.16275719097918961	0.015434921448588516	222	3.4265525615866506																																																																						
77											74	0.16258274289413047	0.015547032128794627	222	3.4514411325924073																																																																						
78											147	-0.16235442299739217	0.015694838817879947	222	3.4842542175693483																																																																						
79											186	-0.16184722431615467	0.01602758192296465	222	3.5581231868981527																																																																						
80											155	-0.16163584020321592	0.016168066772598823	222	3.589310823516939																																																																						
81											29	0.16139191528796892	0.016331512760858938	222	3.625595832910684																																																																						
82											198	0.16032393017702642	0.017064225711598026	222	3.788258107974762																																																																						
83											108	0.16008828011548748	0.017229702738698192	222	3.8249940079909988																																																																						
84											71	-0.15996981988205217	0.017313414017996437	222	3.843577911995209																																																																						
85											34	0.15923315213711717	0.01784198259599311	222	3.9609201363104702																																																																						
86											299	-0.1590893629626988	0.017946775268606493	222	3.9841841096306414																																																																						
87											44	-0.15888958577840126	0.01809326025879299	222	4.016703777452044																																																																						
88											79	-0.15796666118942657	0.018783565811413626	222	4.1699516101338245																																																																						
89											292	0.15792101282215523	0.018818294612370404	222	4.17766140394623																																																																						
90											197	0.15771510704254071	0.018975639662361685	222	4.212592005044294																																																																						
91											282	0.15752529710654234	0.019121695629668155	222	4.245016429786331																																																																						
92											111	-0.15713801571525662	0.019422732844140027	222	4.311846691399086																																																																						
93											159	-0.15666668727145697	0.019794641328702872	222	4.394410374972038																																																																						
94											178	0.15641010768113706	0.019999683205933413	222	4.439929671717218																																																																						
95											243	0.15633377918620237	0.020061034253945627	222	4.4535496043759295																																																																						
96											39	0.1561136288920406	0.02023890049331568	222	4.493035909516081																																																																						
97											213	-0.15611110888656643	0.020240944368767794	222	4.493489649866451																																																																						
98											2	0.15489659766330865	0.021247036393627027	222	4.7168420793852																																																																						
99											193	0.15478376203180472	0.021342668074801646	222	4.738072312605966																																																																						
100											174	-0.1543660317659224	0.021699954810837245	222	4.817389968005869																																																																						
101											57	0.1543453641942363	0.02171776531915349	222	4.821343900852074																																																																						
102											69	0.15407433172175755	0.02195250244759306	222	4.873455543365659																																																																						
103											210	0.15389516823448082	0.022108873997805645	222	4.9081700275128535																																																																						
104											90	-0.15388956730469766	0.02211377788622635	222	4.9092586907422495																																																																						
105											80	-0.15376678687503587	0.022221514468475777	222	4.933176212001622																																																																						
106											297	0.1533070936660914	0.02262891871760402	222	5.023619955308092																																																																						
107											76	-0.15314162209411386	0.02277713808551273	222	5.056524654983827																																																																						
108											3	0.15292968889198044	0.02296819794716891	222	5.098939944271498																																																																						
109											20	0.1527080479591133	0.023169486780807068	222	5.143626065339169																																																																						
110											180	0.15251446821868947	0.02334653384540802	222	5.1829305136805806																																																																						
111											14	0.15159954552140392	0.024199186941083993	222	5.372219500920647																																																																						
112											48	0.1511495258618218	0.024628324819950538	222	5.467488110029019																																																																						
113											135	-0.1506860618744305	0.02507711113255545	222	5.56711867142731																																																																						
114											16	0.1494931999041381	0.026264660440107997	222	5.830754617703976																																																																						
115											300	0.14942287151944453	0.02633615764948865	222	5.84662699818648																																																																						
116											103	0.14939131732491015	0.02636829050098737	222	5.853760491219196																																																																						
117											185	-0.14906961361840623	0.026697818299112445	222	5.926915662402963																																																																						
118											264	0.148417809754933	0.027376314577260717	222	6.077541836151879																																																																						
119											281	-0.14796585254123715	0.027855408105958997	222	6.1839005995228975																																																																						
120											269	0.14781888773742005	0.02801273578742978	222	6.218827344809411																																																																						
121											184	-0.14745040226631248	0.028410552453789196	222	6.307142644741202																																																																						
122											70	0.14735747578749342	0.028511635632880478	222	6.329583110499466																																																																						
123											7	0.1472472525399247	0.028631932558319133	222	6.356289027946848																																																																						
124											164	-0.1469115466372802	0.02900099782233298	222	6.438221516557921																																																																						
125											257	-0.1467356235785999	0.029196021208832783	222	6.481516708360878																																																																						
126											124	0.14482321045059493	0.031389384664452465	222	6.968443395508447																																																																						
127											153	0.1443566001848021	0.0319453636993211	222	7.091870741249284																																																																						
128											206	-0.14353835270482265	0.03294057527809857	222	7.312807711737883																																																																						
129											99	-0.14351615882141966	0.03296793218257663	222	7.318880944532013																																																																						
130											42	0.14339582904484807	0.03311659107358326	222	7.351883218335483																																																																						
131											274	-0.14335822584576924	0.033163163846926386	222	7.362222374017658																																																																						
132											45	0.14309127199667596	0.03349539786922264	222	7.435978326967426																																																																						
133											230	-0.14304549956549792	0.03355264641456036	222	7.448687504032399																																																																						
134											115	-0.1418168735192403	0.035120666468861084	222	7.796787956087161																																																																						
135											6	-0.1414594142556353	0.03558837278778362	222	7.900618758887965																																																																						
136											140	-0.14144746371262848	0.0356040998220666	222	7.904110160498786																																																																						
137											22	0.14130037309528165	0.03579815527932542	222	7.947190472010243																																																																						
138											113	0.14042788033991033	0.03696773626195255	222	8.206837450153467																																																																						
139											200	0.13909255072622476	0.03882024670637705	222	8.618094768815705																																																																						
140											95	-0.13807327965439983	0.04028646288185385	222	8.943594759771555																																																																						
141											192	0.13767401348100633	0.040873383064505	222	9.07389104032011																																																																						
142											101	0.13747989151098364	0.04116133172864297	222	9.137815643758739																																																																						
143											75	-0.13683978688285375	0.042122943423903984	222	9.351293440106685																																																																						
144											112	-0.13653788941320344	0.04258298616124031	222	9.453422927795348																																																																						
145											254	0.13481863525559973	0.04528401069675931	222	10.053050374680566																																																																						
146											201	0.13466681149247747	0.04552927577852403	222	10.107499222832335																																																																						
147											11	-0.1342154179481069	0.04626505868546535	222	10.270843028173308																																																																						
148											275	-0.1340247126668276	0.04657888729075577	222	10.340512978547782																																																																						
149											94	0.1339769680536225	0.046657734740959945	222	10.358017112493108																																																																						
150											118	-0.1339633352805256	0.04668026893591987	222	10.363019703774212																																																																						
151											49	0.13368575494074508	0.04714107518049012	222	10.465318690068807																																																																						
